StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly
12651,Male,Ahmedabad,Tier3,IT,AI,Yes,No,5.15,5.49,5.94,5.12,5.28,5.45,5.99,5.58,5.5,50.3,0,0,1.0,1,0,22.9,2.99,20.7,38.8,No,Low,0,0
12652,Female,Delhi,Tier1,IT,AI,Yes,No,6.95,7.1,7.32,7.12,7.66,7.38,7.67,7.2,7.3,79.8,1,2,1.0,2,0,69.5,7.01,59.5,63.3,Yes,Medium,0,1
12653,Male,Bangalore,Tier2,IT,Embedded,No,No,6.91,8.05,7.33,7.07,7.44,7.01,7.0,7.82,7.33,66.4,1,2,1.0,3,0,62.8,5.96,,63.6,No,Medium,1,0
12654,Female,Jaipur,Tier2,Civil,Networking,No,No,8.97,9.49,8.83,9.45,8.75,8.75,8.78,9.46,9.06,84.0,3,4,4.0,6,2,93.0,9.28,90.8,86.1,No,Excellent,1,0
12655,Male,Mumbai,Tier3,Mechanical,Networking,No,No,8.85,9.3,9.06,9.34,9.09,8.79,8.91,8.65,9.0,91.1,4,4,,6,2,100.0,8.64,91.2,86.5,Yes,Excellent,1,0
12656,Male,Hyderabad,Tier2,CS,AI,Yes,No,7.06,7.41,6.95,7.09,7.44,6.35,7.08,6.48,6.98,68.1,1,1,3.0,1,0,63.0,5.62,,61.3,Yes,Medium,0,0
12657,Male,Chennai,Tier2,EE,Networking,No,No,6.85,6.79,7.28,7.02,7.42,6.28,7.46,6.84,6.99,69.0,2,1,2.0,3,1,78.1,5.44,58.0,64.8,No,Medium,0,0
12658,Female,Bangalore,Tier3,IT,DataScience,No,Yes,6.22,7.27,7.0,6.84,7.5,7.21,7.31,6.98,7.04,68.9,0,4,3.0,3,0,59.0,5.86,59.2,62.4,No,Medium,1,0
12659,Female,Kolkata,Tier2,CS,AI,No,No,8.22,7.62,7.74,7.39,7.85,8.13,7.5,7.42,7.73,79.1,2,4,2.0,4,1,78.3,7.54,65.1,70.2,No,High,1,0
12660,Male,Kolkata,Tier3,ECE,Embedded,Yes,No,7.65,8.59,8.16,7.79,8.48,8.71,8.05,8.2,8.2,87.1,1,4,2.0,3,2,74.1,7.62,75.7,81.3,No,High,1,0
12661,Female,Ahmedabad,Tier1,IT,AI,No,Yes,8.2,8.65,8.49,8.04,9.24,8.71,8.88,8.43,8.58,92.8,2,3,3.0,6,2,81.6,7.9,83.1,79.3,Yes,Excellent,1,0
12662,Male,Ahmedabad,Tier2,Mechanical,AI,Yes,Yes,7.4,8.13,8.21,8.67,7.93,7.83,8.56,8.64,8.17,70.2,2,3,4.0,3,1,80.2,8.5,74.1,79.1,No,High,1,0
12663,Male,Delhi,Tier2,CS,DataScience,No,No,10.0,9.95,9.88,9.6,9.71,9.53,9.98,10.0,9.83,100.0,4,6,6.0,6,2,97.4,10.0,100.0,100.0,Yes,Excellent,1,0
12664,Female,Mumbai,Tier1,ECE,DataScience,No,No,9.18,8.51,8.63,8.99,8.96,9.14,9.31,8.62,8.92,100.0,3,5,5.0,6,2,82.3,9.0,100.0,97.9,No,Excellent,1,0
12665,Male,Kolkata,Tier2,Mechanical,Networking,No,Yes,8.5,8.35,8.62,8.4,9.21,8.53,8.79,8.94,8.67,91.0,3,5,,5,1,82.5,8.35,72.4,79.0,Yes,Excellent,1,0
12666,Male,Pune,Tier3,ECE,Embedded,No,No,7.82,7.81,8.0,7.36,7.44,7.04,7.22,8.05,7.59,68.8,2,3,,3,0,79.8,6.09,63.3,64.9,No,High,1,0
12667,Male,Ahmedabad,Tier1,Mechanical,AI,Yes,No,6.16,5.93,6.02,6.19,6.45,6.17,6.69,5.64,6.16,61.3,0,1,1.0,0,0,,4.57,44.8,42.2,No,Medium,0,0
12668,Female,Delhi,Tier2,CS,Embedded,Yes,No,6.38,6.99,6.58,7.25,6.97,6.68,7.33,7.24,6.93,69.6,0,2,2.0,2,0,57.7,5.83,41.7,61.0,Yes,Medium,0,0
12669,Male,Hyderabad,Tier3,CS,Embedded,No,No,6.51,6.0,6.15,6.62,6.7,6.93,7.48,6.82,6.65,70.8,1,3,0.0,2,0,56.6,4.94,51.5,,No,Medium,0,0
12670,Female,Jaipur,Tier1,CS,Networking,No,Yes,6.35,6.45,7.64,7.23,7.17,6.36,6.7,6.91,6.85,73.5,1,1,1.0,0,0,55.6,4.09,56.9,55.2,No,Medium,0,0
12671,Male,Kolkata,Tier1,Mechanical,DataScience,Yes,Yes,7.59,7.46,7.52,7.49,7.39,7.62,7.68,7.44,7.52,65.7,1,3,3.0,1,1,65.6,6.92,54.9,73.4,Yes,High,0,1
12672,Female,Hyderabad,Tier2,IT,Networking,Yes,No,6.68,7.14,7.0,7.15,7.6,6.34,6.72,7.42,7.01,76.8,1,2,1.0,2,0,48.5,5.14,49.2,60.8,No,Medium,0,0
12673,Male,Delhi,Tier3,Mechanical,Networking,Yes,No,6.99,7.76,7.01,7.56,7.82,7.25,8.13,7.6,7.52,71.9,1,2,3.0,2,0,,8.0,56.6,60.3,No,High,1,0
12674,Female,Hyderabad,Tier2,CS,Embedded,No,No,6.06,6.18,5.64,5.9,6.3,6.31,5.67,6.12,6.02,57.2,0,1,1.0,0,0,42.4,3.79,49.3,43.3,No,Medium,0,0
12675,Male,Delhi,Tier3,IT,AI,Yes,Yes,6.2,7.07,6.94,6.45,7.1,6.65,6.48,6.55,6.68,72.5,1,2,2.0,2,0,,4.72,47.5,72.3,No,Medium,1,0
12676,Male,Pune,Tier3,IT,DataScience,Yes,No,6.29,5.99,6.08,6.19,6.07,6.31,6.69,6.88,6.31,54.7,0,2,0.0,1,0,47.5,,48.1,,Yes,Medium,0,0
12677,Male,Mumbai,Tier2,ECE,Embedded,Yes,No,8.37,9.06,8.83,8.78,8.39,8.9,8.07,8.03,8.55,92.8,3,3,3.0,3,1,87.3,8.15,86.0,,Yes,Excellent,1,0
12678,Female,Mumbai,Tier1,Mechanical,AI,No,No,8.7,8.04,8.7,8.75,8.27,8.56,8.73,8.79,8.57,91.5,2,3,4.0,5,0,81.0,8.44,72.2,92.8,No,Excellent,1,0
12679,Male,Chennai,Tier1,ECE,Embedded,No,No,8.22,7.74,7.69,7.83,8.52,8.22,8.37,8.28,8.11,83.1,2,3,4.0,3,1,75.7,8.61,76.0,78.0,No,High,0,0
12680,Male,Ahmedabad,Tier2,Civil,DataScience,No,No,8.29,8.18,9.18,9.07,8.77,8.93,9.1,8.81,8.79,81.2,3,4,4.0,5,2,88.6,8.28,80.1,78.8,No,Excellent,1,0
12681,Female,Pune,Tier2,CS,Embedded,No,No,7.21,7.52,7.99,7.79,7.81,7.67,7.3,8.03,7.66,77.7,1,3,2.0,1,0,63.2,6.33,,67.5,Yes,High,0,0
12682,Male,Mumbai,Tier2,ECE,DataScience,Yes,No,7.66,8.41,8.22,8.2,8.36,8.18,8.1,8.07,8.15,84.0,2,3,3.0,3,1,77.8,7.32,74.0,72.5,Yes,High,1,0
12683,Male,Delhi,Tier3,CS,Networking,No,No,8.65,8.57,8.22,8.64,8.71,8.53,9.01,8.37,8.59,88.2,3,4,3.0,5,0,82.8,,79.0,79.8,No,Excellent,1,0
12684,Male,Kolkata,Tier2,CS,Embedded,No,No,6.62,7.02,6.44,6.57,7.14,6.51,6.59,7.64,6.82,71.3,2,2,1.0,3,1,53.1,5.34,39.7,,Yes,Medium,1,0
12685,Male,Delhi,Tier2,IT,Embedded,Yes,No,8.5,8.43,8.45,8.79,8.73,8.61,9.05,9.5,8.76,84.4,4,4,2.0,5,1,81.2,9.44,87.4,79.5,No,Excellent,1,0
12686,Male,Mumbai,Tier2,CS,Embedded,No,No,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.49,4.06,40.0,0,0,0.0,0,0,2.5,1.32,0.0,13.9,No,Low,0,0
12687,Female,Hyderabad,Tier2,ECE,Embedded,No,Yes,6.9,7.34,6.97,7.15,7.3,7.38,7.24,7.21,7.19,73.8,0,3,2.0,2,1,68.4,5.79,60.8,73.3,No,Medium,1,0
12688,Male,Mumbai,Tier2,CS,Networking,No,No,5.81,7.0,6.68,6.5,6.89,6.75,6.36,6.33,6.54,76.5,0,3,2.0,0,0,48.3,4.74,40.0,51.3,No,Medium,0,0
12689,Male,Pune,Tier3,IT,Embedded,No,No,4.82,5.33,5.49,5.83,5.32,5.19,5.0,5.65,5.33,57.3,0,2,0.0,0,0,29.4,3.1,14.7,39.2,No,Low,0,0
12690,Female,Hyderabad,Tier2,IT,Networking,Yes,No,5.02,5.71,5.22,4.71,5.08,5.84,5.08,5.04,5.21,54.6,0,0,0.0,1,0,40.5,3.46,31.5,29.9,Yes,Low,0,0
12691,Male,Mumbai,Tier2,CS,Networking,No,No,6.86,7.56,7.49,7.06,7.47,7.33,6.8,6.83,7.17,78.0,1,2,2.0,4,1,67.5,6.49,51.4,73.9,Yes,Medium,0,0
12692,Male,Pune,Tier2,ECE,AI,No,Yes,9.36,8.96,8.88,9.08,9.1,9.65,9.35,9.05,9.18,92.3,4,6,4.0,6,1,87.7,10.0,95.2,90.7,No,Excellent,1,0
12693,Female,Delhi,Tier2,Civil,Networking,Yes,No,6.29,6.26,6.52,6.42,5.96,5.9,6.39,6.07,6.23,68.6,0,0,0.0,1,0,38.6,4.62,33.7,44.6,No,Medium,0,0
12694,Male,Kolkata,Tier1,ECE,Networking,Yes,No,6.94,6.79,7.29,6.8,7.39,7.7,7.35,7.23,7.19,68.5,1,1,2.0,3,0,59.8,7.0,56.1,67.1,No,Medium,1,0
12695,Male,Ahmedabad,Tier3,CS,Embedded,Yes,No,8.45,8.04,8.27,8.68,7.85,8.2,8.6,8.01,8.26,85.8,3,3,1.0,4,1,75.7,7.08,67.7,64.0,No,High,1,0
12696,Female,Kolkata,Tier2,CS,DataScience,Yes,No,6.59,6.03,6.75,7.08,6.65,6.94,7.0,6.64,6.71,64.6,0,1,1.0,1,0,54.3,5.32,42.4,61.6,No,Medium,1,0
12697,Female,Jaipur,Tier2,Mechanical,Networking,No,No,4.92,5.23,5.06,6.26,5.33,5.25,5.81,5.31,5.4,57.8,0,1,0.0,0,0,43.0,4.78,26.3,31.8,Yes,Low,0,0
12698,Female,Mumbai,Tier2,CS,Embedded,Yes,No,6.2,6.14,5.91,6.38,6.56,6.34,6.83,6.22,6.32,69.7,1,1,2.0,1,0,41.6,5.39,39.9,42.4,No,Medium,0,0
12699,Female,Chennai,Tier2,CS,DataScience,Yes,No,6.97,6.79,7.62,7.28,7.69,8.02,7.46,7.85,7.46,77.8,1,3,2.0,2,0,65.2,7.22,63.5,69.8,No,Medium,1,0
12700,Male,Delhi,Tier2,CS,Networking,No,Yes,6.56,6.79,6.37,6.64,6.39,6.1,6.22,6.67,6.47,59.8,0,1,1.0,0,0,56.1,,52.2,53.4,No,Medium,1,0
12701,Male,Pune,Tier3,IT,DataScience,No,No,5.96,5.41,5.75,6.43,5.41,6.22,6.26,6.12,5.94,58.6,1,1,0.0,2,0,47.7,4.65,30.4,,Yes,Low,0,0
12702,Female,Pune,Tier2,Mechanical,DataScience,No,No,7.47,6.7,7.39,7.1,7.74,7.28,7.03,7.36,7.26,67.8,1,4,,2,0,60.7,6.12,54.8,63.9,No,Medium,0,0
12703,Female,Chennai,Tier3,EE,DataScience,Yes,No,6.08,6.14,6.3,6.58,6.61,6.95,6.13,7.11,6.49,61.6,1,1,0.0,0,0,46.3,5.52,56.3,46.4,Yes,Medium,0,0
12704,Female,Hyderabad,Tier2,Mechanical,DataScience,No,No,6.04,5.93,6.67,6.84,6.32,6.89,6.31,6.86,6.48,61.3,0,1,1.0,1,0,51.6,6.0,48.1,61.1,Yes,Medium,0,0
12705,Male,Delhi,Tier2,ECE,DataScience,No,No,7.27,7.19,7.55,7.43,6.63,6.83,6.84,6.41,7.02,72.4,1,1,2.0,1,0,65.7,,54.9,67.0,No,Medium,0,0
12706,Female,Jaipur,Tier3,CS,Networking,Yes,No,7.98,8.05,8.06,7.87,7.66,8.05,8.33,7.58,7.95,79.5,2,3,3.0,4,0,82.3,8.44,82.6,82.9,Yes,High,1,0
12707,Male,Ahmedabad,Tier1,CS,AI,No,No,7.01,7.35,6.44,6.9,7.08,7.47,7.38,6.59,7.03,79.1,0,2,2.0,0,1,59.4,5.86,41.6,78.1,Yes,Medium,0,0
12708,Male,Ahmedabad,Tier2,CS,Embedded,No,No,8.69,9.01,8.7,9.13,8.54,8.03,7.99,8.01,8.51,90.2,3,4,5.0,4,2,77.4,8.55,91.9,,No,Excellent,1,0
12709,Male,Delhi,Tier3,IT,Embedded,No,No,7.72,8.47,8.54,8.17,8.36,8.42,8.81,8.59,8.38,86.2,2,4,2.0,3,2,91.4,8.12,82.6,96.8,No,High,1,0
12710,Male,Chennai,Tier2,Civil,Networking,Yes,Yes,6.83,7.1,7.31,7.01,6.85,7.59,6.6,7.69,7.12,79.5,1,2,3.0,2,1,64.1,5.83,56.1,64.7,No,Medium,0,0
12711,Female,Ahmedabad,Tier1,ECE,DataScience,No,No,5.08,5.38,5.23,4.78,5.68,5.04,4.88,5.3,5.17,55.4,0,0,1.0,0,0,,3.8,30.7,29.1,Yes,Low,0,0
12712,Male,Ahmedabad,Tier1,CS,AI,No,Yes,8.34,8.8,8.53,8.35,7.89,9.75,7.88,8.46,8.5,80.7,2,3,4.0,3,1,,9.02,72.9,88.7,No,High,1,0
12713,Female,Kolkata,Tier3,ECE,DataScience,Yes,Yes,6.72,7.76,7.24,7.74,7.79,7.78,7.88,7.97,7.61,71.0,1,3,3.0,2,1,67.3,6.74,64.8,80.3,No,High,0,0
12714,Male,Jaipur,Tier2,IT,Networking,No,No,7.67,8.19,7.92,8.34,8.24,8.13,7.43,8.37,8.04,81.9,3,5,4.0,3,0,84.5,7.83,75.0,73.6,No,High,1,0
12715,Male,Mumbai,Tier2,Civil,Embedded,No,No,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.32,4.04,40.0,0,0,0.0,0,0,8.7,2.14,1.7,5.2,No,Low,0,0
12716,Male,Hyderabad,Tier1,Mechanical,DataScience,Yes,No,6.68,7.25,6.82,6.57,6.68,6.6,6.3,7.13,6.75,70.7,1,1,0.0,0,0,,5.68,,67.1,No,Medium,0,0
12717,Male,Bangalore,Tier2,EE,Networking,Yes,No,5.26,5.52,5.16,5.45,6.17,6.08,6.29,5.9,5.73,65.1,0,0,0.0,0,0,51.4,4.94,44.4,43.2,No,Low,0,0
12718,Female,Hyderabad,Tier2,Civil,Networking,Yes,No,6.3,6.69,6.85,6.7,7.16,6.6,7.25,6.88,6.8,64.3,0,1,,0,1,55.8,5.2,42.2,60.7,Yes,Medium,0,0
12719,Male,Kolkata,Tier3,IT,AI,Yes,No,9.03,8.42,8.48,8.43,8.8,7.93,8.59,8.7,8.55,93.4,2,4,4.0,4,1,,8.28,83.4,91.5,No,Excellent,1,0
12720,Male,Pune,Tier1,IT,Networking,No,Yes,4.82,4.51,5.07,5.08,5.11,5.04,5.71,5.05,5.05,50.4,0,0,1.0,0,0,25.2,2.76,30.6,29.7,No,Low,0,0
12721,Male,Bangalore,Tier2,ECE,Networking,Yes,No,4.49,5.57,5.14,5.31,5.26,5.83,5.5,5.51,5.33,58.0,0,0,0.0,0,0,45.5,,32.7,45.6,Yes,Low,0,0
12722,Male,Chennai,Tier3,Civil,AI,No,No,6.81,6.74,7.26,6.94,6.68,7.23,6.9,6.81,6.92,76.1,1,2,2.0,1,0,60.1,,49.1,60.2,No,Medium,0,0
12723,Male,Mumbai,Tier2,CS,Embedded,No,No,6.89,6.89,6.18,6.87,6.63,7.08,6.49,6.5,6.69,68.0,1,1,2.0,0,0,59.8,,44.6,61.3,No,Medium,0,0
12724,Female,Pune,Tier2,Civil,Networking,No,No,8.05,8.02,7.65,8.16,7.6,8.02,7.98,7.63,7.89,88.5,3,3,4.0,4,1,70.1,6.8,76.5,,No,High,1,0
12725,Male,Ahmedabad,Tier1,EE,AI,No,No,8.22,8.13,8.81,9.17,8.63,8.64,8.71,9.02,8.67,88.8,2,3,4.0,5,1,79.6,10.0,79.7,87.1,No,Excellent,1,0
12726,Male,Chennai,Tier2,ECE,AI,No,Yes,9.35,9.97,10.0,10.0,10.0,10.0,10.0,10.0,9.91,97.5,3,4,5.0,5,2,100.0,10.0,100.0,100.0,No,Excellent,1,0
12727,Female,Delhi,Tier2,CS,DataScience,Yes,No,7.26,8.25,7.24,7.7,7.67,7.68,8.67,7.97,7.8,82.0,2,3,3.0,2,0,71.6,6.75,55.3,75.0,Yes,High,1,0
12728,Female,Kolkata,Tier2,ECE,Networking,No,No,8.22,8.33,8.55,9.3,8.4,8.27,8.67,8.72,8.56,93.4,3,5,4.0,5,1,,8.06,85.6,77.5,No,Excellent,1,0
12729,Male,Delhi,Tier3,IT,Networking,Yes,No,6.09,6.5,6.47,5.46,5.92,6.01,5.55,5.71,5.96,56.5,1,0,0.0,0,0,33.1,3.71,34.7,46.5,No,Low,0,0
12730,Female,Pune,Tier3,ECE,Embedded,Yes,No,6.91,7.24,6.4,7.21,7.96,7.67,6.72,7.25,7.17,71.9,2,3,1.0,2,1,66.4,7.63,65.8,77.3,Yes,Medium,1,0
12731,Female,Chennai,Tier1,EE,DataScience,Yes,No,7.26,7.07,6.75,6.72,6.94,7.22,7.2,6.86,7.0,76.6,1,2,2.0,4,0,48.4,5.65,59.6,63.6,No,Medium,0,0
12732,Male,Ahmedabad,Tier3,Mechanical,Networking,No,No,5.7,6.07,6.68,5.54,6.83,6.28,6.36,6.31,6.22,63.7,1,0,0.0,1,0,36.9,5.1,51.0,40.9,No,Medium,0,0
12733,Male,Jaipur,Tier1,IT,AI,Yes,No,6.08,6.43,5.93,6.25,6.21,6.86,6.26,6.59,6.33,62.6,0,1,1.0,2,0,,5.02,35.6,52.7,No,Medium,1,0
12734,Female,Hyderabad,Tier2,CS,Embedded,No,Yes,6.87,7.01,7.66,7.03,6.92,7.78,6.34,6.49,7.01,68.0,1,1,2.0,2,0,66.6,6.33,63.5,48.9,Yes,Medium,0,0
12735,Female,Ahmedabad,Tier1,EE,AI,No,No,7.31,6.85,7.53,7.18,7.17,7.1,7.44,6.57,7.14,74.8,2,2,3.0,2,0,63.9,7.28,59.8,68.1,No,Medium,1,0
12736,Female,Jaipur,Tier3,IT,Networking,No,No,6.04,5.98,6.07,6.26,5.58,6.23,6.56,5.84,6.07,61.8,0,0,1.0,2,0,,5.07,34.8,36.5,No,Medium,0,0
12737,Male,Delhi,Tier3,Mechanical,Networking,Yes,No,7.43,7.41,6.86,7.75,7.64,7.85,7.57,7.47,7.5,77.1,2,3,4.0,2,1,64.7,6.54,57.8,77.6,No,Medium,0,0
12738,Female,Delhi,Tier2,ECE,Networking,No,No,8.72,8.47,8.41,9.11,8.9,8.19,9.1,8.66,8.7,89.3,2,5,2.0,4,1,99.3,8.1,76.5,76.6,No,Excellent,1,0
12739,Male,Ahmedabad,Tier2,ECE,DataScience,No,No,6.75,6.48,6.34,6.54,6.56,6.58,6.65,6.72,6.58,66.5,0,2,1.0,1,0,,6.69,49.8,59.1,Yes,Medium,0,0
12740,Female,Delhi,Tier1,CS,DataScience,Yes,Yes,7.7,6.73,6.76,6.5,7.32,6.72,6.95,6.76,6.93,68.8,1,2,1.0,1,1,55.0,6.14,53.9,62.2,No,Medium,0,0
12741,Female,Delhi,Tier2,EE,Networking,Yes,No,6.49,6.25,6.44,6.2,6.3,5.41,6.12,6.27,6.18,52.5,0,1,1.0,0,0,39.6,4.66,35.8,54.1,Yes,Medium,0,0
12742,Male,Jaipur,Tier2,CS,DataScience,Yes,No,9.54,8.74,8.77,8.17,9.45,9.0,8.72,8.76,8.89,81.3,3,4,,5,2,91.1,7.49,96.4,88.8,No,Excellent,1,0
12743,Male,Chennai,Tier2,EE,AI,Yes,No,7.56,8.42,8.58,7.73,8.01,8.35,8.22,7.78,8.08,76.2,2,4,3.0,3,1,79.0,6.71,64.2,81.7,Yes,High,1,0
12744,Female,Hyderabad,Tier1,ECE,Networking,Yes,No,8.48,9.13,8.57,8.52,8.33,8.29,8.23,8.39,8.49,86.7,2,5,5.0,5,2,79.0,8.08,96.1,81.6,Yes,High,1,0
12745,Female,Bangalore,Tier3,EE,Embedded,No,Yes,6.4,6.37,6.47,6.81,6.64,7.18,7.22,6.59,6.71,69.4,2,1,1.0,1,0,59.8,5.67,50.0,51.3,Yes,Medium,0,0
12746,Male,Delhi,Tier2,CS,DataScience,No,No,6.71,7.2,6.84,6.74,6.97,6.77,7.28,7.62,7.02,76.2,0,2,2.0,1,1,64.3,7.0,72.3,,No,Medium,0,0
12747,Female,Bangalore,Tier2,Mechanical,Embedded,No,No,6.59,7.14,6.54,6.17,6.83,6.62,7.02,7.39,6.79,73.9,0,2,,1,0,52.4,5.04,49.7,,Yes,Medium,0,0
12748,Male,Chennai,Tier2,EE,AI,No,No,7.77,7.74,7.88,7.91,8.18,7.59,8.48,8.14,7.96,82.0,1,3,4.0,2,0,77.3,6.55,72.8,80.5,No,High,1,0
12749,Male,Jaipur,Tier1,IT,Networking,No,No,7.55,7.29,7.72,7.17,7.67,7.06,7.81,7.55,7.48,86.4,3,2,,2,0,75.5,6.03,61.7,59.9,Yes,Medium,0,0
12750,Male,Ahmedabad,Tier2,CS,Networking,No,No,7.65,8.13,8.05,8.42,8.3,8.51,8.22,8.23,8.19,84.3,1,3,3.0,5,0,78.6,8.4,69.7,77.1,No,High,1,0
12751,Female,Hyderabad,Tier2,ECE,Networking,No,No,5.65,4.86,4.98,4.94,5.52,5.11,4.74,4.85,5.08,53.3,0,0,,0,0,33.9,2.67,18.9,32.1,Yes,Low,0,0
12752,Male,Pune,Tier2,CS,Embedded,No,No,9.38,8.71,9.75,9.53,9.19,9.55,9.34,9.42,9.36,95.1,4,6,4.0,4,2,92.0,,88.1,97.1,Yes,Excellent,1,0
12753,Male,Bangalore,Tier2,ECE,DataScience,Yes,No,8.87,9.07,9.3,8.58,8.53,8.93,9.13,9.07,8.94,90.0,2,5,4.0,6,1,94.2,10.0,83.3,96.1,No,Excellent,1,0
12754,Male,Bangalore,Tier2,IT,Embedded,Yes,No,7.4,6.52,6.39,6.58,6.8,6.7,6.62,7.26,6.78,66.4,1,2,1.0,3,0,60.1,6.19,53.0,,No,Medium,0,0
12755,Female,Ahmedabad,Tier1,Civil,Networking,Yes,No,6.36,5.78,5.87,6.28,6.28,5.57,6.4,6.31,6.11,60.7,0,2,,1,0,43.0,4.54,40.1,,No,Medium,0,0
12756,Female,Kolkata,Tier2,Civil,AI,Yes,No,7.93,9.24,9.01,8.21,8.8,8.75,9.15,8.72,8.73,91.6,2,4,3.0,4,1,84.2,8.56,92.1,86.7,No,Excellent,1,0
12757,Male,Pune,Tier1,CS,Embedded,No,No,7.86,7.38,7.29,7.79,7.15,7.69,7.41,7.64,7.53,82.3,1,2,4.0,3,0,72.7,7.24,58.4,72.4,No,High,0,0
12758,Male,Hyderabad,Tier1,IT,AI,Yes,No,8.13,8.37,7.95,7.87,8.18,8.77,8.26,8.3,8.23,74.2,2,4,2.0,4,1,,7.73,80.4,77.9,Yes,High,1,0
12759,Male,Jaipur,Tier2,CS,Embedded,No,No,5.95,6.63,5.91,6.5,5.37,6.14,6.46,5.88,6.1,66.0,0,2,0.0,0,0,43.9,5.68,51.2,56.4,No,Medium,0,0
12760,Male,Kolkata,Tier2,Mechanical,AI,Yes,Yes,7.56,7.1,7.29,7.91,6.78,7.28,6.57,7.31,7.22,76.3,1,3,3.0,4,1,68.8,6.96,66.5,67.8,Yes,Medium,0,0
12761,Female,Pune,Tier1,IT,DataScience,No,Yes,6.98,7.44,7.37,6.91,7.3,7.26,7.07,7.53,7.23,78.1,1,2,2.0,2,0,58.0,6.99,,61.4,No,Medium,0,0
12762,Male,Chennai,Tier2,IT,Networking,Yes,No,7.98,8.74,8.09,9.01,8.34,8.73,8.4,8.86,8.52,95.1,2,5,3.0,3,2,79.9,7.82,89.5,77.4,No,Excellent,1,0
12763,Male,Bangalore,Tier3,Civil,Networking,Yes,No,7.93,7.43,7.96,7.83,7.93,7.94,8.24,8.49,7.97,89.2,2,4,2.0,2,1,68.2,7.18,72.5,66.4,Yes,High,1,0
12764,Female,Delhi,Tier3,CS,DataScience,No,No,6.73,6.45,7.32,6.84,6.64,7.07,7.57,6.59,6.9,73.3,0,3,1.0,1,0,68.6,5.65,50.5,45.7,Yes,Medium,0,0
12765,Male,Mumbai,Tier2,Mechanical,Networking,No,No,6.21,6.58,6.88,6.72,7.03,6.88,6.92,7.12,6.79,67.9,1,3,3.0,2,0,66.7,5.51,55.9,58.4,Yes,Medium,0,0
12766,Male,Bangalore,Tier3,Mechanical,DataScience,Yes,No,6.47,6.38,6.31,6.38,6.09,6.46,6.71,6.38,6.4,58.9,0,3,2.0,1,0,48.1,5.1,44.0,55.5,Yes,Medium,0,0
12767,Male,Pune,Tier3,IT,Embedded,No,No,7.76,7.73,8.2,8.2,8.48,7.37,8.22,8.56,8.06,82.0,1,4,4.0,4,1,74.7,7.1,65.9,82.0,No,High,1,0
12768,Male,Delhi,Tier1,CS,AI,Yes,No,6.37,7.77,7.41,7.04,7.35,7.47,6.97,8.18,7.32,71.6,1,3,2.0,3,0,71.8,7.5,62.9,75.3,No,Medium,1,0
12769,Female,Delhi,Tier2,Mechanical,AI,Yes,No,5.62,5.49,5.8,5.41,5.81,5.9,5.74,5.58,5.67,51.9,0,0,1.0,0,0,28.9,,36.7,51.7,No,Low,0,0
12770,Male,Pune,Tier2,CS,DataScience,No,No,5.82,6.4,6.52,5.61,7.07,6.68,6.85,6.28,6.4,73.2,0,3,2.0,2,0,,4.47,39.8,56.0,Yes,Medium,0,0
12771,Male,Pune,Tier1,ECE,DataScience,No,No,8.35,7.82,7.93,8.26,8.53,7.77,7.94,8.11,8.09,84.0,2,3,4.0,2,0,72.4,8.24,78.1,78.1,No,High,1,0
12772,Male,Pune,Tier2,IT,Networking,No,No,6.08,6.44,6.17,5.62,5.71,5.66,6.25,6.12,6.01,58.7,1,2,0.0,0,0,42.0,4.81,33.7,49.5,No,Medium,0,0
12773,Female,Mumbai,Tier2,Civil,AI,No,No,5.71,5.58,5.61,5.48,5.71,6.11,6.91,6.46,5.95,66.9,0,1,,0,0,55.1,,35.0,47.2,No,Low,0,0
12774,Male,Chennai,Tier1,ECE,DataScience,Yes,No,7.08,6.71,7.87,7.38,7.89,7.63,7.96,8.23,7.59,70.8,0,4,3.0,3,0,72.6,,70.1,73.0,No,High,1,0
12775,Male,Kolkata,Tier2,Mechanical,AI,No,Yes,8.33,7.95,8.33,8.4,7.84,8.47,8.08,8.23,8.2,83.0,2,3,2.0,4,1,,7.49,87.7,78.9,Yes,High,1,0
12776,Male,Delhi,Tier2,ECE,Embedded,Yes,No,7.58,7.54,7.07,7.8,8.66,7.28,7.3,7.63,7.61,81.7,1,3,3.0,3,0,,7.89,68.2,77.5,No,High,0,0
12777,Male,Ahmedabad,Tier2,EE,DataScience,No,No,6.13,6.68,6.18,7.06,5.65,6.2,6.84,6.54,6.41,78.6,0,1,1.0,1,0,46.8,5.1,47.3,46.4,Yes,Medium,0,0
12778,Male,Mumbai,Tier1,ECE,Embedded,Yes,No,9.54,9.73,9.22,9.15,8.91,9.67,9.54,9.6,9.42,91.1,3,5,4.0,6,2,92.2,9.18,91.8,99.3,No,Excellent,1,0
